title,company_name,location,is_remote,employment_type,experience_level,min_salary,max_salary,salary_currency,description,requirements_raw,source_url,source_platform,skills_str
Lead Machine Learning Machine Learning Engineer,Lyft,"Berlin, Germany",False,full_time,lead,170000.0,349000.0,USD,Bridge research and production: transform experimental prototypes into low-latency inference APIs.,"- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/lyft/265,synthetic,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,LangChain,AWS,Git"
Lead Full Stack Full Stack Developer,OmniScale Networks,"Berlin, Germany",False,internship,lead,140000.0,294000.0,USD,"Drive features end-to-end: UI wireframe to database schema, API routing, and continuous integration pipeline.","- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/omniscalenetworks/266,linkedin,"Python,React,TypeScript,PostgreSQL,Git,Redis,AWS,Django,Tailwind CSS"
Senior Data Data Engineer,Automattic,"San Francisco, CA",True,full_time,senior,124000.0,254000.0,USD,"Design, construct, and manage scalable data pipelines, ETL workflows, and lakehouse storage layers.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/automattic/267,linkedin,"Python,SQL,PostgreSQL,Kafka,Docker,AWS,Pandas"
Cloud Infrastructure DevOps & Cloud Engineer,Canva,"Seattle, WA",True,contract,senior,124000.0,266000.0,USD,"Build automated CI/CD deployment pipelines, manage Kubernetes infrastructure, and enforce cloud security posture.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/canva/268,synthetic,"AWS,Docker,Kubernetes,Terraform,Linux,Ansible,CI/CD"
QA QA Automation Engineer,Automattic,"San Francisco, CA",False,contract,senior,98000.0,202000.0,USD,"Design, write, and execute automated regression test suites for microservices and modern web frontends.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/automattic/269,linkedin,"Python,Pytest,Selenium,Git,CI/CD,Cypress,Bash,Docker"
Full Stack Full Stack Developer,Acme Technologies,"Bengaluru, India",False,full_time,mid,90000.0,190000.0,USD,"Design scalable web systems, implement secure authentication, and optimize full-stack responsiveness.","- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/acmetechnologies/270,synthetic,"Python,React,TypeScript,PostgreSQL,Git,Docker,Django,FastAPI,REST API"
Cloud Infrastructure DevOps & Cloud Engineer,Uber,"Denver, CO",False,full_time,senior,124000.0,266000.0,USD,"Build automated CI/CD deployment pipelines, manage Kubernetes infrastructure, and enforce cloud security posture.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/uber/271,naukri,"AWS,Docker,Kubernetes,Terraform,Linux,CI/CD,Ansible"
Full Stack Full Stack Developer,Coinbase,"Pune, India",False,full_time,mid,90000.0,190000.0,USD,Looking for a full stack engineer comfortable working from React client-side workflows to backend APIs and relational databases.,"- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/coinbase/272,indeed,"Python,React,TypeScript,PostgreSQL,Git,Docker,Node.js,Tailwind CSS"
AI/ML Machine Learning Engineer,Canva,"Berlin, Germany",False,contract,mid,110000.0,225000.0,USD,Bridge research and production: transform experimental prototypes into low-latency inference APIs.,"- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/canva/273,naukri,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,LangChain,TensorFlow"
Senior Backend Engineer,MongoDB Inc,"London, UK",False,full_time,senior,110000.0,240000.0,USD,"You will architect and maintain scalable server-side systems, collaborate with cross-functional teams, and write clean, tested code.","- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/mongodbinc/274,glassdoor,"Python,FastAPI,PostgreSQL,Docker,Git,Microservices,Linux"
Junior Frontend Engineer,GitHub,"Austin, TX",False,internship,entry,64000.0,140000.0,USD,"Develop modern, component-driven web applications using React, TypeScript, and modern CSS architecture.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/github/275,linkedin,"React,TypeScript,JavaScript,Tailwind CSS,Git,Jest,Next.js,Cypress,REST API"
Junior Full Stack Full Stack Developer,Vanguard Digital,"New York, NY",True,full_time,entry,72000.0,152000.0,USD,"Design scalable web systems, implement secure authentication, and optimize full-stack responsiveness.","- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/vanguarddigital/276,linkedin,"Python,React,TypeScript,PostgreSQL,Git,REST API,AWS,Redis,FastAPI"
AI/ML Machine Learning Engineer,Krypton Data,Remote,True,contract,mid,110000.0,225000.0,USD,"Train, evaluate, and deploy production machine learning models and LLM agent workflows at scale.","- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/kryptondata/277,glassdoor,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,Docker,FastAPI,LangChain,Git"
Lead Data Data Engineer,FinEdge Capital,"Bengaluru, India",True,full_time,lead,147000.0,302000.0,USD,"Design, construct, and manage scalable data pipelines, ETL workflows, and lakehouse storage layers.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/finedgecapital/278,linkedin,"Python,SQL,PostgreSQL,Kafka,Docker,AWS,Git,Redis,Elasticsearch"
Data Data Engineer,Twilio,"Chicago, IL",False,internship,mid,95000.0,195000.0,USD,"Build reliable data pipelines, write SQL queries, and manage distributed data storage platforms.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/twilio/279,glassdoor,"Python,SQL,PostgreSQL,Kafka,Docker,Snowflake,Pandas,Linux,Git"
Senior Data Data Engineer,Cloudflare,"Austin, TX",False,full_time,senior,124000.0,254000.0,USD,"Design, construct, and manage scalable data pipelines, ETL workflows, and lakehouse storage layers.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/cloudflare/280,naukri,"Python,SQL,PostgreSQL,Kafka,Docker,Snowflake,Redis,Linux"
QA QA Automation Engineer,GitLab,"Denver, CO",True,contract,senior,98000.0,202000.0,USD,Partner with development teams to incorporate automated tests into CI/CD pipelines and drive test coverage.,"- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/gitlab/281,linkedin,"Python,Pytest,Selenium,Git,CI/CD,Jest,Cypress"
Staff Data Data Engineer,Acme Technologies,"Denver, CO",False,full_time,lead,147000.0,302000.0,USD,"Build reliable data pipelines, write SQL queries, and manage distributed data storage platforms.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/acmetechnologies/282,indeed,"Python,SQL,PostgreSQL,Kafka,Docker,Git,Elasticsearch,Redis,Snowflake"
Junior Full Stack Full Stack Developer,BluePulse AI,Remote,True,full_time,entry,72000.0,152000.0,USD,Looking for a full stack engineer comfortable working from React client-side workflows to backend APIs and relational databases.,"- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/bluepulseai/283,synthetic,"Python,React,TypeScript,PostgreSQL,Git,AWS,Docker,Django"
Senior Machine Learning Machine Learning Engineer,BluePulse AI,"Denver, CO",True,full_time,senior,143000.0,292000.0,USD,"Train, evaluate, and deploy production machine learning models and LLM agent workflows at scale.","- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/bluepulseai/284,linkedin,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,FastAPI,AWS"
Staff Backend Engineer,Synthetix Cloud,"New York, NY",False,full_time,lead,132000.0,287000.0,USD,"You will architect and maintain scalable server-side systems, collaborate with cross-functional teams, and write clean, tested code.","- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/synthetixcloud/285,naukri,"Python,FastAPI,PostgreSQL,Docker,Git,Microservices,Kafka,CI/CD"
Lead Full Stack Full Stack Developer,FinEdge Capital,"Boston, MA",False,full_time,lead,140000.0,294000.0,USD,"Drive features end-to-end: UI wireframe to database schema, API routing, and continuous integration pipeline.","- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/finedgecapital/286,indeed,"Python,React,TypeScript,PostgreSQL,Git,Node.js,Django"
Data Data Engineer,HashiCorp,Remote,True,full_time,senior,124000.0,254000.0,USD,"Build reliable data pipelines, write SQL queries, and manage distributed data storage platforms.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/hashicorp/287,glassdoor,"Python,SQL,PostgreSQL,Kafka,Docker,Git,Redis,Elasticsearch"
Junior Backend Engineer,Lyft,"Denver, CO",False,contract,entry,68000.0,148000.0,USD,"We are seeking an engineer to build resilient, distributed backend services, design robust REST/gRPC APIs, and optimize database access.","- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/lyft/288,synthetic,"Python,FastAPI,PostgreSQL,Docker,Git,Linux,Kafka"
Senior Backend Engineer,Hyperion Analytics,"Seattle, WA",True,full_time,senior,110000.0,240000.0,USD,"You will architect and maintain scalable server-side systems, collaborate with cross-functional teams, and write clean, tested code.","- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/hyperionanalytics/289,naukri,"Python,FastAPI,PostgreSQL,Docker,Git,Kubernetes,Pytest,Linux"
Lead Data Data Engineer,Vercel,"Bengaluru, India",False,full_time,lead,147000.0,302000.0,USD,"Build reliable data pipelines, write SQL queries, and manage distributed data storage platforms.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/vercel/290,indeed,"Python,SQL,PostgreSQL,Kafka,Docker,Pandas,AWS,Git,Linux"
Lead SDET QA Automation Engineer,OmniScale Networks,"San Francisco, CA",True,internship,lead,116000.0,240000.0,USD,"Ensure platform reliability through end-to-end integration, API contracts, and browser automation suites.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/omniscalenetworks/291,synthetic,"Python,Pytest,Selenium,Git,CI/CD,Bash,Jest,Cypress,Docker"
Mid-Level Backend Engineer,Elastic,"Chicago, IL",False,internship,senior,110000.0,240000.0,USD,"We are seeking an engineer to build resilient, distributed backend services, design robust REST/gRPC APIs, and optimize database access.","- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/elastic/292,glassdoor,"Python,FastAPI,PostgreSQL,Docker,Git,REST API,Redis,Kubernetes"
Lead Data Data Engineer,NextWave Mobility,"Bengaluru, India",True,full_time,lead,147000.0,302000.0,USD,"Optimize streaming and batch data architectures for downstream analytics, dashboards, and ML models.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/nextwavemobility/293,linkedin,"Python,SQL,PostgreSQL,Kafka,Docker,Redis,Pandas,Elasticsearch,Snowflake"
Junior Full Stack Full Stack Developer,Uber,"Los Angeles, CA",False,internship,entry,72000.0,152000.0,USD,"Drive features end-to-end: UI wireframe to database schema, API routing, and continuous integration pipeline.","- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/uber/294,indeed,"Python,React,TypeScript,PostgreSQL,Git,REST API,Tailwind CSS,Node.js"
Senior Frontend Engineer,Hyperion Analytics,"London, UK",False,full_time,senior,104000.0,228000.0,USD,"You will optimize client-side rendering performance, integrate GraphQL/REST endpoints, and build reusable UI components.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/hyperionanalytics/295,linkedin,"React,TypeScript,JavaScript,Tailwind CSS,Git,Agile,Jest,Vue.js"
Full Stack Full Stack Developer,Uber,"Chicago, IL",False,full_time,mid,90000.0,190000.0,USD,"Drive features end-to-end: UI wireframe to database schema, API routing, and continuous integration pipeline.","- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/uber/296,glassdoor,"Python,React,TypeScript,PostgreSQL,Git,AWS,FastAPI"
Frontend Frontend Engineer,GitLab,"New York, NY",True,full_time,senior,104000.0,228000.0,USD,"Help design and implement interactive, responsive user interfaces that deliver exceptional user experiences.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/gitlab/297,linkedin,"React,TypeScript,JavaScript,Tailwind CSS,Git,GraphQL,Next.js,Vue.js,Jest"
DevOps DevOps & Cloud Engineer,Lyft,"Denver, CO",True,full_time,mid,95000.0,205000.0,USD,"Maintain infrastructure as code with Terraform, containerize services with Docker, and configure Prometheus/Grafana monitoring.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/lyft/298,naukri,"AWS,Docker,Kubernetes,Terraform,Linux,CI/CD,Bash,Python"
Senior Data Data Engineer,Uber,"Toronto, Canada",False,full_time,senior,124000.0,254000.0,USD,"Build reliable data pipelines, write SQL queries, and manage distributed data storage platforms.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/uber/299,glassdoor,"Python,SQL,PostgreSQL,Kafka,Docker,Linux,Snowflake,Elasticsearch,Pandas"
Site Reliability DevOps & Cloud Engineer,Datadog,"New York, NY",False,full_time,mid,95000.0,205000.0,USD,"Build automated CI/CD deployment pipelines, manage Kubernetes infrastructure, and enforce cloud security posture.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/datadog/300,synthetic,"AWS,Docker,Kubernetes,Terraform,Linux,Git,Prometheus,Azure"
Site Reliability DevOps & Cloud Engineer,OmniScale Networks,"Austin, TX",False,full_time,senior,124000.0,266000.0,USD,"Maintain infrastructure as code with Terraform, containerize services with Docker, and configure Prometheus/Grafana monitoring.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/omniscalenetworks/301,indeed,"AWS,Docker,Kubernetes,Terraform,Linux,Git,Ansible"
Applied ML Machine Learning Engineer,Aegis Security,"New York, NY",False,full_time,mid,110000.0,225000.0,USD,"Work with deep neural networks, model fine-tuning, embeddings, and real-time inference serving.","- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/aegissecurity/302,linkedin,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,NLP,TensorFlow,AWS"
Frontend Frontend Engineer,Stripe,"Berlin, Germany",True,full_time,mid,80000.0,175000.0,USD,"Develop modern, component-driven web applications using React, TypeScript, and modern CSS architecture.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/stripe/303,linkedin,"React,TypeScript,JavaScript,Tailwind CSS,Git,GraphQL,Jest,Cypress"
Data Data Engineer,CodeCraft Studio,"Denver, CO",False,internship,mid,95000.0,195000.0,USD,"Optimize streaming and batch data architectures for downstream analytics, dashboards, and ML models.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/codecraftstudio/304,naukri,"Python,SQL,PostgreSQL,Kafka,Docker,Pandas,Git"
AI/ML Machine Learning Engineer,Krypton Data,"Denver, CO",False,full_time,senior,143000.0,292000.0,USD,"Work with deep neural networks, model fine-tuning, embeddings, and real-time inference serving.","- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/kryptondata/305,indeed,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,LangChain,FastAPI"
Junior Backend Engineer,Datadog,"Seattle, WA",False,internship,entry,68000.0,148000.0,USD,Join our core services team building high-throughput microservices handling millions of API requests daily with high availability.,"- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/datadog/306,naukri,"Python,FastAPI,PostgreSQL,Docker,Git,Pytest,Kafka,Redis"
Cloud Infrastructure DevOps & Cloud Engineer,Cloudflare,"Seattle, WA",False,full_time,mid,95000.0,205000.0,USD,"Maintain infrastructure as code with Terraform, containerize services with Docker, and configure Prometheus/Grafana monitoring.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/cloudflare/307,indeed,"AWS,Docker,Kubernetes,Terraform,Linux,Git,Prometheus,Bash,Azure"
AI/ML Machine Learning Engineer,AeroDynamics Soft,"Bengaluru, India",True,internship,senior,143000.0,292000.0,USD,Bridge research and production: transform experimental prototypes into low-latency inference APIs.,"- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/aerodynamicssoft/308,linkedin,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,FastAPI,AWS"
Site Reliability DevOps & Cloud Engineer,CodeCraft Studio,Remote,True,full_time,mid,95000.0,205000.0,USD,"Build automated CI/CD deployment pipelines, manage Kubernetes infrastructure, and enforce cloud security posture.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/codecraftstudio/309,synthetic,"AWS,Docker,Kubernetes,Terraform,Linux,Bash,Ansible,CI/CD,Git"
Senior Backend Engineer,Aegis Security,"New York, NY",True,contract,senior,110000.0,240000.0,USD,"We are seeking an engineer to build resilient, distributed backend services, design robust REST/gRPC APIs, and optimize database access.","- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/aegissecurity/310,glassdoor,"Python,FastAPI,PostgreSQL,Docker,Git,Linux,Microservices"
Senior QA Automation QA Automation Engineer,Vercel,"Berlin, Germany",False,contract,senior,98000.0,202000.0,USD,"Design, write, and execute automated regression test suites for microservices and modern web frontends.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/vercel/311,indeed,"Python,Pytest,Selenium,Git,CI/CD,Jest,Linux,Cypress"
Staff Frontend Engineer,Novasphere Labs,"San Francisco, CA",False,contract,lead,124000.0,271000.0,USD,"Develop modern, component-driven web applications using React, TypeScript, and modern CSS architecture.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/novaspherelabs/312,glassdoor,"React,TypeScript,JavaScript,Tailwind CSS,Git,Next.js,Vue.js"
Staff Frontend Engineer,Zenith Health Tech,"San Francisco, CA",True,full_time,lead,124000.0,271000.0,USD,"Develop modern, component-driven web applications using React, TypeScript, and modern CSS architecture.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/zenithhealthtech/313,glassdoor,"React,TypeScript,JavaScript,Tailwind CSS,Git,Cypress,REST API,Jest"
Full Stack Full Stack Developer,Vercel,"Pune, India",False,full_time,mid,90000.0,190000.0,USD,"Design scalable web systems, implement secure authentication, and optimize full-stack responsiveness.","- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/vercel/314,naukri,"Python,React,TypeScript,PostgreSQL,Git,Docker,Redis,Tailwind CSS,AWS"
Senior Full Stack Full Stack Developer,GitHub,"Boston, MA",True,full_time,senior,117000.0,247000.0,USD,"Design scalable web systems, implement secure authentication, and optimize full-stack responsiveness.","- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/github/315,naukri,"Python,React,TypeScript,PostgreSQL,Git,Django,FastAPI"
Senior Machine Learning Machine Learning Engineer,Coinbase,"London, UK",True,full_time,senior,143000.0,292000.0,USD,"Train, evaluate, and deploy production machine learning models and LLM agent workflows at scale.","- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/coinbase/316,linkedin,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,AWS,LangChain,TensorFlow"
Site Reliability DevOps & Cloud Engineer,Apex Systems,"San Francisco, CA",True,internship,mid,95000.0,205000.0,USD,"Build automated CI/CD deployment pipelines, manage Kubernetes infrastructure, and enforce cloud security posture.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/apexsystems/317,linkedin,"AWS,Docker,Kubernetes,Terraform,Linux,Git,GCP"
Cloud Infrastructure DevOps & Cloud Engineer,Lyft,"San Francisco, CA",True,contract,senior,124000.0,266000.0,USD,"Maintain infrastructure as code with Terraform, containerize services with Docker, and configure Prometheus/Grafana monitoring.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/lyft/318,naukri,"AWS,Docker,Kubernetes,Terraform,Linux,Python,Prometheus,Ansible,GCP"
Site Reliability DevOps & Cloud Engineer,Airbnb,"Bengaluru, India",True,contract,mid,95000.0,205000.0,USD,"Build automated CI/CD deployment pipelines, manage Kubernetes infrastructure, and enforce cloud security posture.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/airbnb/319,glassdoor,"AWS,Docker,Kubernetes,Terraform,Linux,Git,GCP,Python,Bash"
Senior Machine Learning Machine Learning Engineer,Twilio,"Bengaluru, India",True,full_time,senior,143000.0,292000.0,USD,"Train, evaluate, and deploy production machine learning models and LLM agent workflows at scale.","- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/twilio/320,synthetic,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,LangChain,FastAPI,Docker"
Lead Frontend Engineer,Krypton Data,"New York, NY",False,internship,lead,124000.0,271000.0,USD,"You will optimize client-side rendering performance, integrate GraphQL/REST endpoints, and build reusable UI components.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/kryptondata/321,indeed,"React,TypeScript,JavaScript,Tailwind CSS,Git,Jest,Cypress,GraphQL,REST API"
Senior Machine Learning Machine Learning Engineer,Airbnb,"San Francisco, CA",False,contract,senior,143000.0,292000.0,USD,"Train, evaluate, and deploy production machine learning models and LLM agent workflows at scale.","- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/airbnb/322,synthetic,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,LangChain,TensorFlow,AWS"
Staff Frontend Engineer,Airbnb,"Toronto, Canada",False,full_time,lead,124000.0,271000.0,USD,"Develop modern, component-driven web applications using React, TypeScript, and modern CSS architecture.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/airbnb/323,synthetic,"React,TypeScript,JavaScript,Tailwind CSS,Git,Cypress,GraphQL"
Junior Frontend Engineer,Twilio,"Chicago, IL",True,full_time,entry,64000.0,140000.0,USD,"Help design and implement interactive, responsive user interfaces that deliver exceptional user experiences.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/twilio/324,naukri,"React,TypeScript,JavaScript,Tailwind CSS,Git,Vue.js,Cypress,Agile"
Junior Backend Engineer,Stripe,"Seattle, WA",False,internship,entry,68000.0,148000.0,USD,Join our core services team building high-throughput microservices handling millions of API requests daily with high availability.,"- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/stripe/325,linkedin,"Python,FastAPI,PostgreSQL,Docker,Git,Linux,Pytest,Kubernetes,CI/CD"
AI/ML Machine Learning Engineer,Novasphere Labs,"Denver, CO",True,full_time,mid,110000.0,225000.0,USD,"Train, evaluate, and deploy production machine learning models and LLM agent workflows at scale.","- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/novaspherelabs/326,linkedin,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,TensorFlow,NLP"
Junior Frontend Engineer,Canva,"Pune, India",False,full_time,entry,64000.0,140000.0,USD,"Help design and implement interactive, responsive user interfaces that deliver exceptional user experiences.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/canva/327,linkedin,"React,TypeScript,JavaScript,Tailwind CSS,Git,Cypress,Vue.js,REST API"
Senior Data Data Engineer,Atlassian,"Berlin, Germany",True,contract,senior,124000.0,254000.0,USD,"Design, construct, and manage scalable data pipelines, ETL workflows, and lakehouse storage layers.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/atlassian/328,indeed,"Python,SQL,PostgreSQL,Kafka,Docker,Snowflake,Elasticsearch,AWS,Linux"
Staff Backend Engineer,Aegis Security,"San Francisco, CA",False,internship,lead,132000.0,287000.0,USD,"We are seeking an engineer to build resilient, distributed backend services, design robust REST/gRPC APIs, and optimize database access.","- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/aegissecurity/329,linkedin,"Python,FastAPI,PostgreSQL,Docker,Git,CI/CD,REST API"
Senior Full Stack Full Stack Developer,Coinbase,"Toronto, Canada",False,full_time,senior,117000.0,247000.0,USD,Looking for a full stack engineer comfortable working from React client-side workflows to backend APIs and relational databases.,"- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/coinbase/330,naukri,"Python,React,TypeScript,PostgreSQL,Git,Node.js,Tailwind CSS,REST API"
Lead SDET QA Automation Engineer,MongoDB Inc,"Hyderabad, India",False,contract,lead,116000.0,240000.0,USD,"Design, write, and execute automated regression test suites for microservices and modern web frontends.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/mongodbinc/331,linkedin,"Python,Pytest,Selenium,Git,CI/CD,Docker,Cypress,REST API"
